,top,bottom,left,right,core,total
0,0.6744123697280884,0.6929674744606018,868274.6875,972352.875,1.5504953861236572,1840630.5
1,41.42693328857422,0.7620456218719482,73650.078125,17084.375,2.2360081672668457,90778.875
2,972.0431518554688,3.9538583755493164,7154073.0,10106001.0,17.84201431274414,17261068.0
3,753.5582275390625,3.2901530265808105,4873442.0,7227030.0,14.085620880126953,12101243.0
4,0.2464563548564911,0.3865293860435486,1540149.75,1062201.375,1.1602944135665894,2602353.0
5,0.20480719208717346,0.3628963232040405,1349388.875,1015441.1875,1.0319154262542725,2364831.75
6,3.559807538986206,1.3600678443908691,81569.1875,270211.375,1.76416015625,351787.25
7,7.132081985473633,1.0016111135482788,75981.171875,197143.328125,1.7774078845977783,273134.40625
8,15.71859359741211,0.5727363228797913,65730.734375,106107.375,1.8195083141326904,171856.21875
9,386.8258056640625,15.76881217956543,537432.6875,1445896.5,8.267022132873535,1983740.0
10,305.6485900878906,10.986160278320312,374248.75,1012612.125,6.573719501495361,1387184.125
11,202.46890258789062,5.569280624389648,199613.625,504200.59375,4.52517032623291,704026.75
12,114.25094604492188,1.8605161905288696,89396.1640625,148708.65625,2.898852586746216,238223.84375
13,54.401588439941406,0.3983554542064667,53393.37109375,12864.044921875,1.9347707033157349,66314.15625
14,93.39543151855469,21.882116317749023,413952.09375,2911129.75,6.148531436920166,3325203.25
15,51.55769348144531,15.418213844299316,251785.140625,2163084.25,4.236807346343994,2414940.5
16,12.289210319519043,8.030684471130371,100897.953125,1250783.75,2.2687933444976807,1351704.25
17,0.43574362993240356,2.7784178256988525,46909.37109375,519685.34375,1.215570330619812,566599.125
18,22.047893524169922,0.5432355999946594,87625.15625,104595.7578125,1.2819881439208984,192244.78125
19,70.8813247680664,0.8267723321914673,162774.546875,7845.20263671875,2.205348491668701,170693.65625
20,131.23020935058594,2.3725833892822266,201541.09375,145417.515625,3.4619743824005127,347095.6875
21,181.21522521972656,3.7379534244537354,176096.75,365227.25,4.459033966064453,541513.375
22,267.64862060546875,2.7577314376831055,250095.0625,1188757.75,5.162263870239258,1439128.375
23,183.05723571777344,2.060610055923462,88881.0234375,564362.25,3.723724126815796,653432.125
24,89.55473327636719,1.2144577503204346,35565.40625,70745.5546875,2.1033997535705566,106403.8359375
25,30.242816925048828,0.6291810870170593,152903.125,53509.42578125,1.0674264430999756,206444.484375
26,7.448863983154297,0.4136578142642975,286639.46875,309708.40625,0.6734616756439209,596356.4375
27,2.7754971981048584,0.4111037254333496,285906.96875,453783.375,0.586129903793335,739694.0625
28,3.9602818489074707,0.43396976590156555,172189.734375,360305.0,0.5891211032867432,532499.6875
29,10.872803688049316,0.4108358919620514,62223.58984375,165166.1875,0.6916252970695496,227401.75
30,25.78775978088379,0.35868483781814575,31541.353515625,31183.767578125,0.9359118342399597,62752.203125
31,46.65985107421875,0.31155097484588623,73610.40625,14433.5078125,1.272133231163025,88092.15625
32,67.43753051757812,0.28416258096694946,133632.5,71485.578125,1.5769034624099731,205187.375
33,199.458251953125,0.5892060399055481,198615.875,791812.625,3.137092351913452,990631.6875
34,168.84426879882812,0.4914970397949219,117149.3359375,555118.9375,2.6793036460876465,672440.3125
35,124.8921127319336,0.349777489900589,41456.76953125,263903.5,2.0271058082580566,305487.53125
36,83.00025939941406,0.22381992638111115,28407.177734375,68980.78125,1.4232066869735718,97472.609375
