,core,total
0,0.00781714916229248,0.00781714916229248
1,0.007336256094276905,0.007336256094276905
2,0.006808657199144363,0.006808657199144363
3,0.006221581716090441,0.006221581716090441
4,0.00598196079954505,0.00598196079954505
5,0.005930095911026001,0.005930095911026001
6,0.00556825241073966,0.00556825241073966
7,0.005475496873259544,0.005475496873259544
8,0.005453865509480238,0.005453865509480238
9,0.0052276249043643475,0.0052276249043643475
10,0.0051493518985807896,0.0051493518985807896
11,0.004947479348629713,0.004947479348629713
12,0.004858304746448994,0.004858304746448994
13,0.004983776248991489,0.004983776248991489
14,0.00475203525274992,0.00475203525274992
15,0.004696826450526714,0.004696826450526714
16,0.004688402637839317,0.004688402637839317
17,0.004392374772578478,0.004392374772578478
18,0.00432048924267292,0.00432048924267292
19,0.004343127831816673,0.004343127831816673
20,0.004150787368416786,0.004150787368416786
21,0.004064090549945831,0.004064090549945831
22,0.00413036672398448,0.00413036672398448
23,0.003983875270932913,0.003983875270932913
24,0.0036419557873159647,0.0036419557873159647
25,0.0036922418512403965,0.0036922418512403965
26,0.003766559297218919,0.003766559297218919
27,0.003824083134531975,0.003824083134531975
28,0.0037886935751885176,0.0037886935751885176
29,0.002990970853716135,0.002990970853716135
30,0.003167270915582776,0.003167270915582776
31,0.0030381230171769857,0.0030381230171769857
32,0.0023722981568425894,0.0023722981568425894
33,0.0027877758257091045,0.0027877758257091045
34,0.002769473707303405,0.002769473707303405
35,0.0020716344006359577,0.0020716344006359577
36,0.0021807809825986624,0.0021807809825986624
37,0.002561307745054364,0.002561307745054364
38,0.0025575896725058556,0.0025575896725058556
39,0.0016428172821179032,0.0016428172821179032
40,0.001331385807134211,0.001331385807134211
41,0.001794113777577877,0.001794113777577877
42,0.0011628959327936172,0.0011628959327936172
43,0.0011859240476042032,0.0011859240476042032
44,0.0021411057095974684,0.0021411057095974684
45,0.0011370849097147584,0.0011370849097147584
46,0.0009986995719373226,0.0009986995719373226
47,0.0018896714318543673,0.0018896714318543673
48,0.0008854052284732461,0.0008854052284732461
49,0.001091957208700478,0.001091957208700478
50,0.0013627486769109964,0.0013627486769109964
51,0.0006691649905405939,0.0006691649905405939
52,0.0010514758760109544,0.0010514758760109544
53,0.0009498170111328363,0.0009498170111328363
54,0.0007972725434228778,0.0007972725434228778
55,0.0013613374903798103,0.0013613374903798103
56,0.0011703004129230976,0.0011703004129230976
57,0.0006728512817062438,0.0006728512817062438
58,0.001435423269867897,0.001435423269867897
59,0.0007986088166944683,0.0007986088166944683
60,0.0010156079661101103,0.0010156079661101103
61,0.0009678159258328378,0.0009678159258328378
62,0.0007972507737576962,0.0007972507737576962
63,0.0012040217407047749,0.0012040217407047749
64,0.0008105967426672578,0.0008105967426672578
65,0.0008133134106174111,0.0008133134106174111
66,0.0009748333250172436,0.0009748333250172436
67,0.0007193112978711724,0.0007193112978711724
68,0.0008304651128128171,0.0008304651128128171
69,0.0005976725369691849,0.0005976725369691849
70,0.0006930283852852881,0.0006930283852852881
71,0.0005318098701536655,0.0005318098701536655
72,0.0007028026157058775,0.0007028026157058775
73,0.0006868891650810838,0.0006868891650810838
74,0.0006336371297948062,0.0006336371297948062
75,0.0006193194421939552,0.0006193194421939552
76,0.0006409941706806421,0.0006409941706806421
77,0.0005193976103328168,0.0005193976103328168
78,0.0006369469920173287,0.0006369469920173287
79,0.000533183163497597,0.000533183163497597
80,0.0005914937937632203,0.0005914937937632203
81,0.0005274793948046863,0.0005274793948046863
82,0.0005994490929879248,0.0005994490929879248
83,0.0005450949538499117,0.0005450949538499117
84,0.0007738234126009047,0.0007738234126009047
85,0.0007902166689746082,0.0007902166689746082
86,0.0005670179962180555,0.0005670179962180555
87,0.0005309265106916428,0.0005309265106916428
88,0.0008686664514243603,0.0008686664514243603
89,0.0005896255606785417,0.0005896255606785417
90,0.0005559414275921881,0.0005559414275921881
91,0.0006086590583436191,0.0006086590583436191
92,0.00046159166959114373,0.00046159166959114373
93,0.000599607708863914,0.000599607708863914
94,0.000618687248788774,0.000618687248788774
95,0.00044688317575491965,0.00044688317575491965
96,0.0007187349256128073,0.0007187349256128073
97,0.0008435402996838093,0.0008435402996838093
98,0.00045313884038478136,0.00045313884038478136
99,0.0004924832028336823,0.0004924832028336823
